,p11,p13,p21,p23,m1,m2
160,0.0,0.2222222222222222,0.7777777777777777,0.1111111111111111,0.009892661893993102,0.8103602686004273
161,0.0,0.2222222222222222,0.7777777777777777,0.2222222222222222,0.00946936220790864,0.7474556066278464
162,0.0,0.2222222222222222,0.8888888888888888,0.0,0.01063285056021936,0.9414058641491693
163,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.00850225633295168,0.8223117123719497
164,0.0,0.2222222222222222,1.0,0.0,0.009279726850218816,0.9488624830527944
165,0.0,0.3333333333333333,0.0,0.0,0.1459287079705662,0.1459287079705662
166,0.0,0.3333333333333333,0.0,0.1111111111111111,0.13921745746370842,0.13921745746370842
167,0.0,0.3333333333333333,0.0,0.2222222222222222,0.13328795449224695,0.13328795449224695
168,0.0,0.3333333333333333,0.0,0.3333333333333333,0.12800719689012072,0.12800719689012072
169,0.0,0.3333333333333333,0.0,0.4444444444444444,0.12327087579400044,0.12327087579400044
170,0.0,0.3333333333333333,0.0,0.5555555555555556,0.11899602700396854,0.11899602700396854
171,0.0,0.3333333333333333,0.0,0.6666666666666666,0.11511583118201625,0.11511583118201625
172,0.0,0.3333333333333333,0.0,0.7777777777777777,0.11157586385295716,0.11157586385295716
173,0.0,0.3333333333333333,0.0,0.8888888888888888,0.10833134452158488,0.10833134452158488
174,0.0,0.3333333333333333,0.0,1.0,0.10534508752852265,0.10534508752852265
175,0.0,0.3333333333333333,0.1111111111111111,0.0,0.09707770352660133,0.4318370879091323
176,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.08851318357270918,0.3878022734394426
177,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.08207265585031649,0.35316190805296277
178,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0770426265564444,0.3250879439563388
179,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0729969710468969,0.30180827037625285
180,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.06966547868725127,0.2821490931045212
181,0.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.06686854214576708,0.2652985696331544
182,0.0,0.3333333333333333,0.1111111111111111,0.7777777777777777,0.0644821438822435,0.2506753741889723
183,0.0,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.06241791306209264,0.23785121465869852
184,0.0,0.3333333333333333,0.2222222222222222,0.0,0.05432991969263696,0.6820253851825713
185,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.04719464824341132,0.5964363656837639
186,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.04296294512230403,0.5354698811609406
187,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.04016975624702495,0.48879551149049055
188,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.03818958220872844,0.45141266361419885
189,0.0,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.036711351907816575,0.4205277023112652
190,0.0,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.03556346872554349,0.39442435773421214
191,0.0,0.3333333333333333,0.2222222222222222,0.7777777777777777,0.03464383942088731,0.37197438809431727
192,0.0,0.3333333333333333,0.3333333333333333,0.0,0.03407112147044792,0.8005932681797845
193,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.028429887540258197,0.6939157333927614
194,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.02585984902473884,0.6245290654541524
195,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.024422444036248242,0.5732068610192123
196,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.023516447865863186,0.5326375712362619
197,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.022897576283927704,0.49923657753355555
198,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.022449204651623166,0.4709688763439221
199,0.0,0.3333333333333333,0.4444444444444444,0.0,0.02405467374632195,0.8592161434745829
200,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.019585049045597328,0.7432884581275925
201,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.018013802321151552,0.6733036648747753
202,0.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.017255319549857037,0.6224633233497983
203,0.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.016823269228122207,0.5823895307379722
204,0.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.01654954506613041,0.5493115084878735
205,0.0,0.3333333333333333,0.5555555555555556,0.0,0.01837115208955981,0.8924798703462494
206,0.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.014783300702802179,0.7731675012725215
207,0.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.013798996289819556,0.7051862523950171
208,0.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.013382294337965641,0.6561867995150055
209,0.0,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.013165274426068883,0.617503167025881
210,0.0,0.3333333333333333,0.6666666666666666,0.0,0.014779057764733717,0.9135031815491048
211,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.011851639541975347,0.7937527943473776
212,0.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.011217526782097958,0.7284788965884911
213,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.01097946627266224,0.6815437674410167
214,0.0,0.3333333333333333,0.7777777777777777,0.0,0.01232584118266574,0.9278610271369478
215,0.0,0.3333333333333333,0.7777777777777777,0.1111111111111111,0.00989794558594188,0.8091696229216271
216,0.0,0.3333333333333333,0.7777777777777777,0.2222222222222222,0.00947850165978167,0.7466458263531258
217,0.0,0.3333333333333333,0.8888888888888888,0.0,0.010552772911931215,0.9382381950698543
218,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.008508443818368232,0.8213582485124805
219,0.0,0.3333333333333333,1.0,0.0,0.009215393804419617,0.9460654219272043
220,0.0,0.4444444444444444,0.0,0.0,0.13921745746370842,0.13921745746370842
221,0.0,0.4444444444444444,0.0,0.1111111111111111,0.13328795449224695,0.13328795449224695
222,0.0,0.4444444444444444,0.0,0.2222222222222222,0.12800719689012072,0.12800719689012072
223,0.0,0.4444444444444444,0.0,0.3333333333333333,0.12327087579400044,0.12327087579400044
224,0.0,0.4444444444444444,0.0,0.4444444444444444,0.11899602700396854,0.11899602700396854
225,0.0,0.4444444444444444,0.0,0.5555555555555556,0.11511583118201624,0.11511583118201624
226,0.0,0.4444444444444444,0.0,0.6666666666666666,0.11157586385295716,0.11157586385295716
227,0.0,0.4444444444444444,0.0,0.7777777777777777,0.10833134452158488,0.10833134452158488
228,0.0,0.4444444444444444,0.0,0.8888888888888888,0.10534508752852265,0.10534508752852265
229,0.0,0.4444444444444444,0.0,1.0,0.10258595429921487,0.10258595429921487
230,0.0,0.4444444444444444,0.1111111111111111,0.0,0.09447241048204842,0.41587640533179115
231,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.08664115463670674,0.37532468011554354
232,0.0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0806678225974205,0.3430741112146341
233,0.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.07595187678784443,0.3167212169616558
234,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.07212635241259062,0.29472802468555576
235,0.0,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.06895437703237403,0.27605931147609736
236,0.0,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.06627624402219662,0.2599899050595932
237,0.0,0.4444444444444444,0.1111111111111111,0.7777777777777777,0.0639803815216372,0.2459951526694728
238,0.0,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.06198650742559424,0.23368520124772738
239,0.0,0.4444444444444444,0.2222222222222222,0.0,0.053474380635599554,0.6693675192562398
240,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.04681288316870401,0.5878684631576879
241,0.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.04278166895815136,0.5290633085416365
242,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0400862637666915,0.4837072755812808
243,0.0,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.038158059765390585,0.44720576905181736
244,0.0,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.0367089439529651,0.4169487408327096
245,0.0,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.03557784594507157,0.3913142040350445
246,0.0,0.4444444444444444,0.2222222222222222,0.7777777777777777,0.03466796252453324,0.3692269890417302
247,0.0,0.4444444444444444,0.3333333333333333,0.0,0.03365112787143778,0.7919348339202281
248,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.028329646553725045,0.6889897524064762
249,0.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.02584617012777708,0.6210718769202658
250,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.024438889969702726,0.5705184920877723
251,0.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.023544344595407822,0.5304194664359235
252,0.0,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.02292961928961024,0.4973358756125836
253,0.0,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.022482252612270718,0.4692974102221945
254,0.0,0.4444444444444444,0.4444444444444444,0.0,0.02380017565257095,0.8528433424639227
255,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.019556344130124168,0.7402135488953632
256,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.018023917346463945,0.6712169465259911
257,0.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.0172746999710649,0.6208400839399401
258,0.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.016844542788153023,0.5810354704217507
259,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.016570507326440345,0.5481346927933716
260,0.0,0.4444444444444444,0.5555555555555556,0.0,0.01819952481420087,0.8874722069493047
261,0.0,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.014777672235570694,0.771068502439658
262,0.0,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.01381130851544516,0.7037745153024115
263,0.0,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.013397073922511037,0.65507579456423
264,0.0,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.013179662394064262,0.6165629370033179
265,0.0,0.4444444444444444,0.6666666666666666,0.0,0.014655310225167126,0.9093861112887657
266,0.0,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.01185421160312102,0.7922167355521779
267,0.0,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.011228425465301322,0.7274406503177997
268,0.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.010990526050656415,0.6807150330386313
269,0.0,0.4444444444444444,0.7777777777777777,0.0,0.012232338367770948,0.9243673637401478
270,0.0,0.4444444444444444,0.7777777777777777,0.1111111111111111,0.00990339182875949,0.8079852788278705
271,0.0,0.4444444444444444,0.7777777777777777,0.2222222222222222,0.009487637891375836,0.7458364403857107
272,0.0,0.4444444444444444,0.8888888888888888,0.0,0.010479614546077246,0.935204467757758
273,0.0,0.4444444444444444,0.8888888888888888,0.1111111111111111,0.008514696965474357,0.8204083866429406
274,0.0,0.4444444444444444,1.0,0.0,0.009156583652902879,0.9433847773024684
275,0.0,0.5555555555555556,0.0,0.0,0.13328795449224695,0.13328795449224695
276,0.0,0.5555555555555556,0.0,0.1111111111111111,0.1280071968901207,0.1280071968901207
277,0.0,0.5555555555555556,0.0,0.2222222222222222,0.12327087579400044,0.12327087579400044
278,0.0,0.5555555555555556,0.0,0.3333333333333333,0.11899602700396854,0.11899602700396854
279,0.0,0.5555555555555556,0.0,0.4444444444444444,0.11511583118201624,0.11511583118201624
280,0.0,0.5555555555555556,0.0,0.5555555555555556,0.11157586385295716,0.11157586385295716
281,0.0,0.5555555555555556,0.0,0.6666666666666666,0.10833134452158488,0.10833134452158488
282,0.0,0.5555555555555556,0.0,0.7777777777777777,0.10534508752852265,0.10534508752852265
283,0.0,0.5555555555555556,0.0,0.8888888888888888,0.1025859542992149,0.1025859542992149
284,0.0,0.5555555555555556,0.0,1.0,0.1000276694497994,0.1000276694497994
285,0.0,0.5555555555555556,0.1111111111111111,0.0,0.09210136441127872,0.4011059570458212
286,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.08490775518894385,0.3636339943072312
287,0.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.07934942990788804,0.33353567971235715
288,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.07491711292276952,0.30875439398608234
289,0.0,0.5555555555555556,0.1111111111111111,0.4444444444444444,0.07129301509474001,0.2879487124017978
